Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Red Velvet,@RVsmtown,2024-06-26T09:13:08.000Z,True,A gaze approaching from afar #Cosmic_Love  #레드벨벳 #RedVelvet#아이린 #IRENE#코스믹 #Cosmic#RedVelvet_Cosmic,170,6043,11768,164202,"['#Cosmic_Love', '#레드벨벳', '#RedVelvet', '#아이린', '#IRENE', '#코스믹', '#Cosmic', '#RedVelvet_Cosmic']",[],[],https://pbs.twimg.com/profile_images/1799821057672785920/DaBTuidC_normal.jpg,https://x.com/RVsmtown/status/1805892036849291412,1805892036849291412
드림캐쳐 Dreamcatcher,@hf_dreamcatcher,2024-06-26T09:00:25.000Z,True,"Dreamcatcher(드림캐쳐) 10th Mini Album [VirtuouS] Teaser Image #01

2024. 07. 10 6PM (KST)#드림캐쳐 #Dreamcatcher #지유 #JIU#10th_Mini_Album #VirtuouS",173,5251,12008,160727,"['#드림캐쳐', '#Dreamcatcher', '#지유', '#JIU', '#10th_Mini_Album', '#VirtuouS']",[],[],https://pbs.twimg.com/profile_images/1805163994136846336/TbwqCpsU_normal.jpg,https://x.com/hf_dreamcatcher/status/1805888837752889671,1805888837752889671
Red Velvet,@RVsmtown,2024-06-26T09:14:19.000Z,True,A gaze approaching from afar #Cosmic_Love  #레드벨벳 #RedVelvet#슬기 #SEULGI#코스믹 #Cosmic#RedVelvet_Cosmic,120,5334,10555,146072,"['#Cosmic_Love', '#레드벨벳', '#RedVelvet', '#슬기', '#SEULGI', '#코스믹', '#Cosmic', '#RedVelvet_Cosmic']",[],[],https://pbs.twimg.com/profile_images/1799821057672785920/DaBTuidC_normal.jpg,https://x.com/RVsmtown/status/1805892335806689742,1805892335806689742
联合早报 Lianhe Zaobao,@zaobaosg,2024-06-26T13:15:02.000Z,True,【娱乐吃瓜】韩团队长的职位十分重要，是团队的中心杆，也是脸面。韩流界中有不少队长的能力突出，在不少危机事件中救成员于水火，记者整理了一些韩团队长中的精彩瞬间，谁最令你刮目相看？,1,0,0,81,[],[],[],https://pbs.twimg.com/profile_images/1699090259018240000/QploqfS9_normal.jpg,https://x.com/zaobaosg/status/1805952916101951858,1805952916101951858
Fox News,@FoxNews,2024-06-26T13:15:18.000Z,True,Boebert proves MAGA hardliners still have plenty of fight in them with GOP primary win,2,1,14,992,[],[],[],https://pbs.twimg.com/profile_images/1591278197844414464/O6Fp0hFB_normal.jpg,https://x.com/FoxNews/status/1805952982392971436,1805952982392971436
The Hill,@thehill,2024-06-26T13:16:11.000Z,True,Border encounters are down more than 40 percent after the Biden administration asylum order,0,1,1,View,[],[],[],https://pbs.twimg.com/profile_images/1649413483685871621/V_wwjDu2_normal.png,https://x.com/thehill/status/1805953202929438840,1805953202929438840
Bloomberg Markets,@markets,2024-06-26T13:12:43.000Z,True,Several NATO allies are balking at committing to a specific multi-year spending pledge on military aid for Ukraine that’s aimed at giving Kyiv more predictability over the long term,1,1,2,1652,[],[],[],https://pbs.twimg.com/profile_images/1631724634675585035/vWm9ufLQ_normal.jpg,https://x.com/markets/status/1805952330635837737,1805952330635837737
CBS News,@CBSNews,2024-06-26T13:15:00.000Z,True,"Did you get a job offer that sounds too good to be true? If so, it's probably an attempt by a scammer to rip you off.",1,0,1,945,[],[],[],https://pbs.twimg.com/profile_images/1617634745348661249/6YmPYpNd_normal.jpg,https://x.com/CBSNews/status/1805952908195717496,1805952908195717496
Red Velvet,@RVsmtown,2024-06-26T09:24:20.000Z,True,A gaze approaching from afar #Cosmic_Love  #레드벨벳 #RedVelvet#예리 #YERI#코스믹 #Cosmic#RedVelvet_Cosmic,72,4482,8729,116809,"['#Cosmic_Love', '#레드벨벳', '#RedVelvet', '#예리', '#YERI', '#코스믹', '#Cosmic', '#RedVelvet_Cosmic']",[],[],https://pbs.twimg.com/profile_images/1799821057672785920/DaBTuidC_normal.jpg,https://x.com/RVsmtown/status/1805894856025497881,1805894856025497881
美国之音中文网,@VOAChinese,2024-06-26T13:16:15.000Z,True,台湾海洋委员会海巡署官员6月26日说，台湾海巡署一天前在金门附近的限制水域驱离了四艘中国海警船。海巡署指责中国船只刻意编队进入台湾水域，滋扰意图明显。台湾国防部也于当天表示，中国军机、军舰再度进入台湾附近水空域进行“联合战备警巡”。相关： https://shorturl.at/Tjuq5,1,1,7,567,[],[],[],https://pbs.twimg.com/profile_images/1643258528218349572/KyNj6ump_normal.jpg,https://x.com/VOAChinese/status/1805953221187575934,1805953221187575934
新闻调查,@xinwendiaocha,2024-06-26T13:16:47.000Z,True,"他们以为中国政府讲道理……
江苏的日企累计超过6800家，苏州的日企超过2100家，仅仅苏州高新区的日资企业就达到703家，这些都是老百姓的饭碗，也是政府的税源。日本人对长期的两地分居是难以接受的。所以配偶子女也跟着来到苏州。这才有了中国境内的日本学校。
如果学校都关闭了，那意味着什么？",0,1,2,236,[],[],[],https://pbs.twimg.com/profile_images/1347827975383760896/6aV1UyGk_normal.jpg,https://x.com/xinwendiaocha/status/1805953354373476352,1805953354373476352
The Economist,@TheEconomist,2024-06-26T13:17:10.000Z,True,"The consequences of overturning Roe v Wade are becoming clearer. A stark one is the sharp rise in permanent contraceptive procedures among both women, through tubal ligations, and men, through vasectomies https://econ.st/3xb7R7t ",0,1,4,4744,[],[],['\\U0001f447'],https://pbs.twimg.com/profile_images/879361767914262528/HdRauDM-_normal.jpg,https://x.com/TheEconomist/status/1805953451093901772,1805953451093901772
New York Post,@nypost,2024-06-26T13:22:02.000Z,True,Pols cheer Squad member Jamaal Bowman’s double-digit loss as ‘karma’ for far-left https://trib.al/VM1PbEB,0,1,13,430,[],[],[],https://pbs.twimg.com/profile_images/966372680306868224/60wfGe9e_normal.jpg,https://x.com/nypost/status/1805954678028468411,1805954678028468411
Jack E. Smith,@7Veritas4,2024-06-26T12:30:28.000Z,True,"Tomorrow, the President of the United States of America will debate the future of our country with a deeply unstable twice impeached adjudicated rapist, fraudster and convicted felon.

Calling it bizarre would be an understatement.",165,1068,3958,30182,[],[],[],https://pbs.twimg.com/profile_images/1682697783340331008/aBcnfqnq_normal.jpg,https://x.com/7Veritas4/status/1805941700403023940,1805941700403023940
Fox News,@FoxNews,2024-06-26T13:21:44.000Z,True,LPGA Tour star Charley Hull signs fan's cigarette as popularity skyrockets,1,2,3,1690,[],[],[],https://pbs.twimg.com/profile_images/1591278197844414464/O6Fp0hFB_normal.jpg,https://x.com/FoxNews/status/1805954602329612600,1805954602329612600
Ignatius Lee,@22HomoPoliticus,2024-06-25T21:44:04.000Z,True,"在关注苏州日本侨民遇袭事件时，至今没有足够关心唯一受重伤、仍在抢救中的中国籍女员工。

到目前为止我们并不知道她，我们只知道在歹徒袭击时，她与歹徒搏斗身受重创。微博网友说她为中国挽回了一丝颜面。

但当局恐怕不会公开她个人信息，因为即使网友在网上表达称赞，也会引来许多爱国者狂吠不止。",27,33,246,29738,[],[],[],https://pbs.twimg.com/profile_images/1560217467301072897/TcXnsnlO_normal.jpg,https://x.com/22HomoPoliticus/status/1805718631218921618,1805718631218921618
Ron Filipkowski,@RonFilipkowski,2024-06-26T10:20:55.000Z,True,Sad!,134,237,2558,62263,[],[],[],https://pbs.twimg.com/profile_images/1725261690265014272/OlNuF9To_normal.jpg,https://x.com/RonFilipkowski/status/1805909098216505776,1805909098216505776
美国之音中文网,@VOAChinese,2024-06-26T13:22:40.000Z,True,美大使批北京阻挠双边人文交流，北京称“不符合事实”,0,0,2,52,[],[],[],https://pbs.twimg.com/profile_images/1643258528218349572/KyNj6ump_normal.jpg,https://x.com/VOAChinese/status/1805954835692609969,1805954835692609969
The Associated Press,@AP,2024-06-26T13:20:04.000Z,True,Mickey Moniak's first career grand slam powers the Angels to a 7-5 win over the Athletics,0,2,5,9252,[],[],[],https://pbs.twimg.com/profile_images/1736863672029310976/gzIskvxa_normal.jpg,https://x.com/AP/status/1805954179300552988,1805954179300552988
Denise Wheeler,@denisedwheeler,2024-06-25T22:11:43.000Z,False,"Simply having a TS clearance isn’t even enough to access the documents Trump had at Mar-a-Lago.

Jack Smith knows it. Aileen Cannon knows it. The Supreme Court knows it.

There’s been a shit ton of cases involving service members sentenced to 20-50 years for less sensitive info.",85,1405,3354,33590,[],[],[],https://pbs.twimg.com/profile_images/1283507772705759232/TxVp-cbn_normal.jpg,https://x.com/denisedwheeler/status/1805725589158215803,1805725589158215803
Lady Rebecca • #VoteReformUK •,@LadyRebecca_1,2024-06-25T15:13:51.000Z,False,Are the silent majority all sticking together? #VoteReformUK,126,431,1936,19303,['#VoteReformUK'],[],[],https://pbs.twimg.com/profile_images/1260671022698835976/c6UhMsXK_normal.png,https://x.com/LadyRebecca_1/status/1805620429026926658,1805620429026926658
Anton Gerashchenko,@Gerashchenko_en,2024-06-26T05:44:16.000Z,True,"Instead of a thousand words.

Ukrainian Defender is home from Russian captivity.",140,977,6709,71865,[],[],[],https://pbs.twimg.com/profile_images/1553728604835647488/AKRkDR_K_normal.jpg,https://x.com/Gerashchenko_en/status/1805839476393984201,1805839476393984201
Catherine Colonna,@MinColonna,2024-06-26T08:51:55.000Z,True,Il y a un gros problème avec l’influence russe sur le RN.,99,163,351,23662,[],[],[],https://pbs.twimg.com/profile_images/1741419384839565312/jIUwDPKV_normal.jpg,https://x.com/MinColonna/status/1805886697399320765,1805886697399320765
WikiLeaks,@wikileaks,2024-06-26T08:40:28.000Z,True,Julian on the phone with Stella. One hour to touchdown in Canberra. #FreedomFlight,285,1489,11486,323777,['#FreedomFlight'],[],[],https://pbs.twimg.com/profile_images/512138307870785536/Fe00yVS2_normal.png,https://x.com/wikileaks/status/1805883819456610753,1805883819456610753
Kate Quinn,@photocatkate,2024-06-25T19:32:29.000Z,False,2 days ago I adopted this handsome  17 year old  cat from South Sub.  Humane Society & look at that relaxing already! Name TBD but I'm thinking he needs something classic/dignified/etc. He had it pretty rough pre shelter & I will  give him the BEST for the rest of his life.,1836,768,14704,211843,[],[],[],https://pbs.twimg.com/profile_images/1180988401450962944/oqAtyevq_normal.jpg,https://x.com/photocatkate/status/1805685517251756541,1805685517251756541
Daily Mail Online,@MailOnline,2024-06-26T13:22:00.000Z,True,New Yorkers react to the latest 'raw-dogging' flight travel trend where passengers do nothing but stare at the flight map for the duration of the journey.,1,1,2,823,[],[],[],https://pbs.twimg.com/profile_images/1573318003554455553/f0lnn5Bv_normal.jpg,https://x.com/MailOnline/status/1805954666796138852,1805954666796138852
New York Post,@nypost,2024-06-26T13:24:07.000Z,True,"Earbuds that don’t fall out or die for a week, now 59% off! https://trib.al/nM2C8xq",0,3,2,1067,[],[],[],https://pbs.twimg.com/profile_images/966372680306868224/60wfGe9e_normal.jpg,https://x.com/nypost/status/1805955198721884295,1805955198721884295
Yahoo Finance,@YahooFinance,2024-06-26T13:17:10.000Z,True,"""I'm just astounded by the way things are very similar to 25 years,"" Stifel chief equity strategist Barry Bannister says. $NVDA ""is just the poster child for this bull market.""",1,5,6,3229,[],[],[],https://pbs.twimg.com/profile_images/1765436373400424448/fr0rdvDa_normal.jpg,https://x.com/YahooFinance/status/1805953451056079341,1805953451056079341
The Hill,@thehill,2024-06-26T13:26:06.000Z,True,Most in a new poll are planning to watch former President Trump and President Biden debate,1,0,0,647,[],[],[],https://pbs.twimg.com/profile_images/1649413483685871621/V_wwjDu2_normal.png,https://x.com/thehill/status/1805955701182796242,1805955701182796242
New York Post,@nypost,2024-06-26T13:28:54.000Z,True,Millionaire Treasury Secretary Janet Yellen gives out-of-touch response to skyrocketing grocery prices https://trib.al/ldCuNYO,0,3,2,196,[],[],[],https://pbs.twimg.com/profile_images/966372680306868224/60wfGe9e_normal.jpg,https://x.com/nypost/status/1805956406354247810,1805956406354247810
ppnaravit,@ppnaravit,2024-06-26T13:30:40.000Z,False,จิงๆคืนนี้ภูมิกับพีมหน่ะ… #WeAreSeriesEP13,120,508,745,1489,['#WeAreSeriesEP13'],[],[],https://pbs.twimg.com/profile_images/1788469230939381760/sSJBGBdS_normal.jpg,https://x.com/ppnaravit/status/1805956849218548217,1805956849218548217
Fox News,@FoxNews,2024-06-26T13:30:42.000Z,True,CDC warns of mosquito-driven virus as cases spike,3,3,5,733,[],[],[],https://pbs.twimg.com/profile_images/1591278197844414464/O6Fp0hFB_normal.jpg,https://x.com/FoxNews/status/1805956856126255495,1805956856126255495
Forbes,@Forbes,2024-06-26T13:30:06.000Z,True,Rough Night For Trump-Endorsed Candidates: 3 Trump-Backed GOP Picks Lost Primarieshttps://go.forbes.com/c/brzN,2,3,4,881,[],[],[],https://pbs.twimg.com/profile_images/1711185897415180288/lgwajQTW_normal.jpg,https://x.com/Forbes/status/1805956707207500193,1805956707207500193
The Guardian,@guardian,2024-06-26T04:15:59.000Z,True,Seventeen: who are the first K-pop act to appear on Glastonbury’s main stage?,1,47,61,39753,[],[],[],https://pbs.twimg.com/profile_images/1175141826870861825/K2qKoGla_normal.png,https://x.com/guardian/status/1805817257722859774,1805817257722859774
DW 中文- 德国之声,@dw_chinese,2024-06-26T13:26:00.000Z,True,"【中国、德国、台湾：那些因让座爆发的互相伤害】

近日一则有关北京地铁中“老人强势要求女子让座被拒绝”的视频获广泛关注，激起了有关“让座是情分，不让是本分”、“道德是道德，法律是法律”的讨论。其实在公交系统中因争抢座位产生的相互伤害，在世界各地都有发生。",1,1,1,545,[],[],[],https://pbs.twimg.com/profile_images/1799009694549413888/a4GIoJOh_normal.jpg,https://x.com/dw_chinese/status/1805955674913870184,1805955674913870184
香港政府新聞網,@cnewsgovhk,2024-06-26T13:26:35.000Z,False,行政長官 #李家超 頒授 #行政長官表揚榜 獎狀予《 #基本法 》 #第23條 立法專責小組，並讚揚專責小組高效專業，是公務員的典範。專責小組由律政司、保安局和香港警務處組成。https://news.gov.hk/chi/2024/06/20240626/20240626_192924_367.html…,1,0,1,39,"['#李家超', '#行政長官表揚榜', '#基本法', '#第23條']",[],[],https://pbs.twimg.com/profile_images/885097677909770240/I1RUPb0L_normal.jpg,https://x.com/cnewsgovhk/status/1805955822134145441,1805955822134145441
CBS News,@CBSNews,2024-06-26T13:30:00.000Z,True,"Today, we launch our flagship streaming news show, ""CBS News 24/7,"" airing twice daily at 10AM and 1PM ET. Anchored by  in New York and Reed Cowan in San Francisco, it's a fast-moving live show that immerses viewers in the biggest stories of the day with AR/VR.",2,1,3,938,[],['@vladduthiersCBS'],[],https://pbs.twimg.com/profile_images/1617634745348661249/6YmPYpNd_normal.jpg,https://x.com/CBSNews/status/1805956682641465407,1805956682641465407
Lauren Boebert,@laurenboebert,2024-06-26T02:38:49.000Z,True,"Thank you all for your love and support. 

This victory belongs to the faithful voters of Colorado’s 4th district! Now let’s win this thing November 5th and also reelect (for a third time) President Donald J. Trump!

We’ve got a country to save!",2082,2461,23071,548041,[],[],['\\U0001f1fa\\U0001f1f8'],https://pbs.twimg.com/profile_images/1498803395578236934/vGGuE9-k_normal.jpg,https://x.com/laurenboebert/status/1805792806796960101,1805792806796960101
DogeDesigner,@cb_doge,2024-06-25T09:44:03.000Z,True,"“Nothing can make you happier than having kids”

一 Elon Musk",443,510,4415,185506,[],[],[],https://pbs.twimg.com/profile_images/1498070100393754625/C2V-fbll_normal.jpg,https://x.com/cb_doge/status/1805537431908757562,1805537431908757562
LÚCIFER,@Belzebu___666,2024-06-26T03:16:21.000Z,True,Conservadores vão parar de fumar maconha no sigilo partir de hj. ,62,837,7265,61107,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1588263532239491073/tPH0V62H_normal.jpg,https://x.com/Belzebu___666/status/1805802251971100953,1805802251971100953
Mateo,@mateof3000,2024-06-25T18:00:01.000Z,True,"Inge Morath
Fishermen, Mahdia, Tunisia
1959",1,25,135,2725,[],[],[],https://pbs.twimg.com/profile_images/1644897147915993088/qxQU8RTM_normal.jpg,https://x.com/mateof3000/status/1805662244182626641,1805662244182626641
Everyday Astronaut,@Erdayastronaut,2024-06-25T23:17:47.000Z,True,Aviation shot of the year? Decade?! This is nuts ,34,102,2002,76206,[],[],['\\U0001f92f'],https://pbs.twimg.com/profile_images/1253477073265532928/MmGBMWsQ_normal.jpg,https://x.com/Erdayastronaut/status/1805742214829748651,1805742214829748651
Phil Penman,@Penmanphoto,2024-06-26T10:57:43.000Z,False,"Bird in Flight. New York
Copyright Phil Penman#streetphotography #blackandwhite #leica #nyc",1,7,46,827,"['#streetphotography', '#blackandwhite', '#leica', '#nyc']",[],[],https://pbs.twimg.com/profile_images/1369263406654623746/JLPI54FB_normal.jpg,https://x.com/Penmanphoto/status/1805918357046149567,1805918357046149567
Bere Aguilar,@bereaguilarv,2024-06-26T02:29:42.000Z,True,"Durísimo mensaje de : 
La continuidad de un gobierno fracasado. 
Como anillo al dedo el demócrata que se volvió un tirano. #Despejando",36,1070,2107,25982,['#Despejando'],['@brozoxmiswebs'],[],https://pbs.twimg.com/profile_images/1656838825610452992/BLy5WpMF_normal.jpg,https://x.com/bereaguilarv/status/1805790510776566094,1805790510776566094
The Associated Press,@AP,2024-06-26T13:30:00.000Z,True,SpaceX’s Falcon Heavy rocket launched a new weather satellite into orbit from the Kennedy Space Center.,1,1,8,4698,[],[],[],https://pbs.twimg.com/profile_images/1736863672029310976/gzIskvxa_normal.jpg,https://x.com/AP/status/1805956681467404654,1805956681467404654
Ex Parte All The Time,@420AttyChicago,2024-06-25T19:25:10.000Z,True,"As a divorce attorney I wholeheartedly advocate that if no-fault divorces are outlawed that women should stop getting married, period.  There are no upsides if you are trapped--and if they remove no-fault, maintenance and child support could be next.",109,3424,15074,560438,[],[],[],https://pbs.twimg.com/profile_images/1583181600698863636/J83UTTwS_normal.jpg,https://x.com/420AttyChicago/status/1805683673536053546,1805683673536053546
